Id,Label
1312895255633567744,ClimateAd
66780587,awscloud
21308602,cartoonnetwork
2293415520,theNASciences
723082700991676416,76Shadabkhan
1170216594414243840,FFFinBD
900669223122472960,AndersonAfDMdEP
19168238,mwheatland
20646711,UNESCO
1191682125222858752,CtxRebellion
3171668783,OffGuardian0
1176824898729250816,HUAWEI_TECH4ALL
408254056,ArtofLiving
790078801,griffiths_huw
17463923,UNFCCC
978604706,CopernicusEU
19396413,WoodlandTrust
4119914644,mbachelet
741200766451523584,Sci_Ani
857244014755536897,BiswajitThongam
3189885294,KambojAnanya
66935683,UNICEFIndia
421274906,lizbonnin
23369246,EarthDay
276713213,s_guilbeault
116579971,GadSaad
192942213,IPCC_CH
191889667,Nkanyyso
1172400231100506112,Tamizhachi_Offl
714996735,zartajgulwazir
890897569387347969,LBGAmbNorth
816592081200279552,RARohde
23638544,IUCN
301326338,KathyConWom
1371881558278172674,sujithreddy05
74720323,EIB
4719757718,quakes99
1534211360,markabelan
15088481,MikeHudema
27045167,KaraJarina
49312457,aminattock
958192618940252160,DanielTurnerPTF
8687332,smagoon
122706519,Wangchuk66
794815,alvinfoo
1429514676648480781,_GlobalCrisis_
1405277131094036480,DanielaSDGs
1191799251757604867,Ksareen30
1169901198180139008,ScientistsX
811192656,mindingottawa
1495635512308432896,IakobaSir
2788246892,_jadebegay
810282809482944512,JosieMcskimming
722397546027610116,tukwa2
917397799972605953,NakabuyeHildaF
1369998441531727879,LeosAnimalPlan1
2881236430,ProfMarkMaslin
1402192935056195586,ImandiU
1077214808,GovInslee
1180555549672460289,AnnaKernahan
1510564101046816771,HealTheEarth4
18219480,carayeates
66618330,icimod
957872128354742272,1Hid1
1294974404233965570,ReefDeFi
891196486221930496,glyndondave_rmt
113062227,WMO
109944769,CraigAWelch
1438465661206863876,anastasiavierra
1490836963112357888,jstfrsn
835466689,krysooyaaa
65888009,VeganPoet
1160263164078022656,BeeAsMarine
1465044446794641408,brightside_mnl
1254741319722778626,sb19nizm
1379294048175808512,chnchin01
2956724790,VPolshettiwar
17865542,unibirmingham
1331496904757133312,gvvyjpeg
1387630632096788480,ksxnrise
1261200028548214785,jichuhourly
1316227615926099968,gbrdns143
1388882754457141252,oshaboveall
1420644584275603457,kathleese
1494673092584812544,jollibidangsaya
1370229031849750529,miyenhope
3107265097,AnneCleary_
1161326804759531520,50by40
16822995,ChrisBisson
1158475621,Captain_GreenKe
1226299611872022528,gzlrq_
1134894192180809729,Marwamohabe1
2803191,intel
1394975254418763790,ClimateCrisisAG
223479834,350Africa
735226507,Tsubaki564
480196886,BrentToderian
17137628,UN_Women
1297793920340905984,DrGauravGarg4
296824934,orange
1319165954820087808,gabeeno
3459051,Greenpeace
1499476545177538566,OracleOfTears
15719232,JanJekielek
810726799256809473,Tiredearth
1339821457,EnergyHouseVA
39002335,ellymelly
759490818755457024,shiv_teaching
2562240601,ProfStrachan
24782816,alan_poirier
233335579,RSipakov
851207343303868416,VoteDarlene
1314629071838605318,climate_good
39085195,theGEF
1081646772852805632,SuryaIshaYoga1
1467080747479666691,cpsavesoil
1207312264161832960,HarunanySumaiya
1417291166224207872,samlo_xo
49706968,CenterEnvHealth
1167873806,ManushiChhillar
14342564,NOAA
189868631,DrTedros
2409488466,andersen_inger
766136186268160000,jmil400
2615581908,RonniSalt
2706075254,JamieWaterall
40001204,UNBiodiversity
18564887,Wendy_Bacon
1487114625724338177,MrChiboya
24868107,TanithCarey
2480072786,ZurichAdvocacy
19050314,MikeSchreiner
307826219,MahindraRise
123231225,citizensclimate
716576919328841728,anttilip
1296279134079823872,loscharlos
898297024784859136,CrowtherLab
543799267,TorranceCoste
357270132,hadrianmk
1267475573179387904,robertburns73
20820771,sacredbalance
253559617,FuelOilNews
41133588,Renuks
1483308065978220544,fireproofaus
45862515,Bel_B30
528389751,CAugustenborg
17596622,nature_org
856148305,EUClimateAction
575510575,SophieBoehm
147050008,DrJakeW
140137815,IPBES
1381982526881865728,IMariashikongo
906971212370386944,rwclimate
1059390344591159296,DiedrahKelly
1505466403205251074,DarshanGajra
2374689314,TanyaMuzinda
1054893957652434944,JJKALE2
3418339671,i_ameztoy
38146999,UNEP
755135678422327296,BernieSpofforth
1715151974,KabilaObbo
799456814299512832,GayathrikumarIs
1634512056,slsandpet
61123963,Michtull
1023772862912421888,akashram76
193366434,D9Herbs
2187906247,Weather_West
70985635,UN_HRC
18732270,AnnualReviews
13201312,WWF
1411408431018299398,AqlilaA
271074952,penottawa
4227187828,scientia_social
4809044939,FrasierHarry
1856588299,UNinIndia
926019424154349568,Senator_Patrick
1009135067153616896,CeloOrg
15461733,NASAClimate
1195025771368239106,COP26
10340482,RAN
2923724679,UNYouthEnvoy
18603414,UrsulaKynaris
1926360631,IRENA
300442541,MohamedFall
3466243697,AmbLindnerIndia
1301405261161136129,108Oceans
1426046580507824129,worldzonfire
2700061386,Chetan12591
448692159,dodona777
708130060738306049,LucyTurnbull_AO
1215382042772307968,ASP
225779417,blakandblack
523433085,EcographyJourna
3197090716,ayowecca_uganda
960363376399474688,ReefChiefSci
165391600,vishy64theking
1501995436839776257,HelpThePlaNFT
1483150590846844931,aclimatepodcast
1316715522302517248,KnightSonnie
1175946629804740608,WomensRightsTW
1306520493575622657,climateconomics
74447139,UNCCD
1484309498458443776,_ItsNotaRace
961299362,SParnis
1123536127908966400,DrKate_Miller
747394850736185344,TribalArmy
1371047437389819907,SheringPhurpa
752854610981847040,anne_kueppers
780668933116309504,iRituMalhotra
293455710,Iberdrola_En
1484325760433541123,BigClimate_
1019974187975430144,ExtinctionR
20606005,Songstress28
1492870202404519937,PurnaAntje
19737700,JoeTalkShow
144993330,unepwcmc
1479432710783483906,FFF_Helsinki
1270133776748855304,TonyHussein4
976995099170062338,MOFA_Taiwan
1488795500237275141,MumClimate
405667557,GFarooqi
299273962,Laurie_Garrett
166134301,CurtisHebert
711760467383877632,WIONews
1039446506619596800,Mia__Kennedy
1148442735734677504,WakioDorcas
1264067029440647168,RebeccaH2030
706926011548626944,wirthstef
98047213,Huawei
1198972367290191872,ResearchpodHQ
201627247,ThatVeganScot
913288098632658949,flossiebeachcl1
40955185,OlumideIDOWU
1334055538116718593,AfricaEuropeFdn
510846846,Dr_CMGreer
958300518622908416,Ondu_Ke
1155235128,Lee_AnneWalker
926309671773683712,AaravSeth_
7009202,GreenpeaceAP
1491854442542641155,ClimeToken
1308706229913559041,AgabaMuhairwe
17026589,JesseJenkins
103155170,transportdata
135187648,WorldBankAfrica
905043271235362816,rebecca_miano
333371161,purplestillgood
37877812,MalhotraSaurabh
715448200262455296,unwomenuganda
146123790,PeterGleick
1341335968570351617,GathinyeJoan
53293606,steveirons
1209122899707224064,ebikesinternatl
475624182,COPACOGECA
1461716693437214722,OmonukN
1018996249540907008,GrahamA11114798
1386571328912830467,MyZeroCarbon
3295574960,GrettaPecl
1106262646272069633,256Solomon
171429034,CSR_India
1372309849657249792,JonnyFriend1
351538186,HeroMotoCorp
326665662,Alex_Verbeek
90403900,AidaGreenbury
291580123,TRBRajaa
2911144905,rafaelmgrossi
21436960,esa
1329800117344497665,ConstructiveVo1
402365986,nickihutley
16379018,alroker
3307869009,FullerProject
591459541,ArcticCouncil
959285621490515969,flyingbeast320
1245158768003796992,bhiamie
2942361600,scott_saleska
746689086,KyleaTink
277431177,ymalhi
2769994652,JCSvenning
840458011,co2ley
1043069201534119937,ConnectAID_int
1219176308720181248,dw_hotspotasia
214842351,PEspinosaC
202313343,WRIClimate
1252327855700078592,CYE_BELIEVE
73760208,SonyKapoor
632328791,AlecTang_
1391108581718691841,AbigailOyedokun
295693924,fpjindia
29169161,AnimalsAsia
1430107385985708059,ChngeSolutions
1217213360846069760,EpochOpinion
1709275855,Harold_Steves
139823781,BetteMidler
1359786528076161024,BHI_GLOBAL
15848832,amitmehra
1369996615428108291,TechCentric_
561887188,drop_BP
1026803466142969856,EndClimtSilence
1268488663115223041,advocacy_rights
127483019,PTIofficial
4331355020,Chinacultureorg
1196974159294877696,SkyMilitia307
796061761606651905,Dr_Gilbz
2657755585,ElSherif
2542937718,islaminind
1074388449686380544,ClimateChangePK
1486970577915101186,climat_change
92590175,MangroveProject
730198661058170880,SDPhq
78718258,Lancs_FireDCFO
1437648325310881793,PlastikTalks
1048009291838316544,WWF_Antarctica
960342180282839041,ElaineEDO
12585192,naimmerchant
1204240428,wateraid
208930420,GAIAnoburn
3053663748,SteveJCornelius
106464604,Stefanie_Powers
28817015,ltgrusselhonore
16544818,WBG_Climate
29853746,WNBRLondon
488464729,Fiafossil
1080584229510172678,RepPressley
1060795693240070145,ClimateTrade
3322438176,pinkheretic
53139864,Genpact
23754018,Greenpeaceafric
112807276,green4EMA
28775032,marvicleonen
1193262397,SharedIntFdn
1450407221565837314,Leahinitiative
930316859181854721,JaanaBack
755923763829497856,NayonSorkarBD
1027944794088239104,AfricaGreens
363180823,bkaydw
103865085,esascience
24671422,TheElders
774328791606767617,USAmbMex
1400139779480731651,KlimaDAO
842679437263028226,neilrkaye
928925381419298816,sruffoocean
748197966968561664,developingpak
1481016831716442112,enter_truth
2787878432,mildthing99
1215013497215565824,By_Concrete
73327118,srkalesh
1119014143590305797,SurfsUpBodhi
137207244,AdilNajam
3074982280,BonnieBouma
17089636,NewsfromScience
1122858502874124288,XRebellionUK
2219233063,SudhaRamenIFS
1177412853919182849,GryllsMaitreya
219081096,ForumSEC
1210379403332423680,Gekko_au
907534014902390784,AksuLehikoinen
803524479792140288,KalyaniLodhia
768872144470216704,JoinIsmail
1530504715,DeptHousingIRL
3431710900,rickspinradnoaa
579433260,FikreJesus
48774028,judah47
550342513,SaveVirunga
42936596,joshforwood
1266243258,icy_pete
2597693048,drrachellowe
3832556481,USAmbNepal
2827556878,BpsmithUk
913690691359924226,UN_Innovation
93984265,rebeccajtiffany
22215485,wxbrad
2588591737,JasonTFisherLab
342203210,ZaeemZia
378790200,RishiMadlani
1189438597734244352,patienceNabz
1361305803186188289,sajid_sadpara
396044297,PeggyStuart
1324208764627550208,FFFPunjab
1328230121040347136,RNAKOfficial
2437422650,KathrinBussmann
102391534,Khalsa_Aid
1463176934,hannah_rickman
254235974,IFC_org
53435986,NCSE
32372834,ScienceMagazine
24290265,KentPage
1052325553,ParveenKaswan
812902930864971776,Abner4Action
93714983,csa_asc
1447138928570421256,CreativeScty
1240094473637343232,itsprettyjamie
206717989,EUCouncil
946344888,1drcole
920364181488132096,weatherindia
190186196,moorsforfuture
95316081,physiologyfish
1278448601623072772,ethereal_vegan
229045433,BAS_News
705687017,StepanWood
362642209,ClimateComms
1316994364435058688,NativeBearr
39871442,GOLDCOUNCIL
1647573157,JavierBlas
42210513,nighealthwatch
29221344,oceana
2240568073,YouthFocusNW
466145821,AreOhEssEyeEe
1083463086105874433,BeAntiracism
1445119592,AlexWodak
408068123,MikeNelson247
703949121745350657,logan_pallin
867351037,UN_PGA
809310522,hollyanndoan
5120691,wef
2270860197,Schoenberger_K
1310449270789726208,SteveMisatih
86970530,tmprowell
2302531476,AnikaMolesworth
456808166,Caltrain
3300453568,SmartGrowthUK
885275791461711873,lubamba_arsene
1219222929743007744,defis_eu
16025112,ifrc
917697298020421633,KobusingeRose1
34317032,KHayhoe
1391339548077133824,EarthDilan
1370512346,BrianEngh_Art
24528681,aeberman12
2293131060,RepKClark
1004681701644091392,JoyceMsuya
1086613734183878656,easygeography
1205752732075921410,AshRite2
817976607398731776,ani_digital
950477244,PaulEDawson
997944681278324736,DevvioInc
798909183374618624,dittemch
883636277534277632,ShikhaSeth17
555031989,Ronald_vanLoon
825920479055671296,Cardano
14499829,WHO
50606106,Poori5678
1731554581,AlokSharma_RDG
288392028,PastureForLife
2403928567,HelenYaffe
1450826022828584966,NabulimeVanessa
3045789534,NavdanyaBija
78637132,Lauratobin1
874006150399877120,FeistyLibLady
1371062581280960515,CurrieBronwyn
1139189085241794562,chris_notcapn
881615056437297152,ClimateHuman
384923143,MichaelEMann
258847118,PNASNews
3000978330,NayokaMartinez
17220934,algore
50393960,BillGates
44196397,elonmusk
810574701223235584,KenHu_Huawei
61126132,SriSri
871686942,BBCOne
32985433,VegFund
138360455,IUCN_forests
807049065200500737,MPsantoshtrs
20609518,DalaiLama
1488137362676793344,Dialogue4F
102448827,environmentca
137043879,BennyWenda
14260960,JustinTrudeau
43928023,HSIGlobal
3085819114,HarpSealsDotOrg
7744592,TODAYshow
890275940550537217,EviationAero
1053768884732547072,Fridays4future
1006419421244678144,GretaThunberg
274673392,Chase
1562404537,Aspiration
978140330,CleanMiamiBeach
17471979,NatGeo
1424821374628114435,JordanMulinzi
904408999,GeraldKutney
16900850,ZAGrrl
15919988,xprize
921311810669522945,TIFRScience
1239736451467632640,anil_kakodkar
824111291577040896,DAEIndia
260211154,theAliceRoberts
1417844797591728133,Forum_4GC
32950484,MrMatthewTodd
761374525,benogeh
732420078290018304,hyphen_labs
248965136,googlearts
180919104,DrJeffMasters
54322957,akheriaty
19282280,metoffice
67611162,SadhguruJV
1135594969866100737,4per1000
1317125122042388485,FFFMAPA
373373336,NOAAResearch
1917731,thehill
40068395,LaTrioli
1276350918,phillipg00
991610077936316416,zfoundation
1201633579324841985,RCitiesNetwork
70416028,naic
359696537,anishshah21
3346529644,CopernicusECMWF
14437914,NewsHour
1606048885,AUThackeray
3402941374,WSL_research
204279080,ETH_en
196342198,Y_Vitasse
974190958911934465,ConstiZo
1703978058,TWCrowther
1204418652,TonightVMTV
1066901215261409280,DianaUrge
45323882,tarynfransen
3030788479,WRIkhausker
818332236,schumerclea
14159148,UN
811229675758505984,antonioguterres
198584761,GeorgeMonbiot
17410863,NatObserver
722793491059769344,DNC
238746075,nasdaily
2326120952,ScienceAdvances
18125005,danielletouma
2805687654,slgstevenson
752849510443970560,ClimateChirper
1225077221586432000,wx_statman
1285305090442575872,xingyhuang
140252240,cathmckenna
43092107,ClimateHome
18846918,OhioState
26303584,OSUEnvironment
1314284868885377024,BisTanus
919737506,CityPlants
1088422554,UNDP_India
2558252576,PARInetwork
174083824,CSIRO
34116377,ScottMorrisonMP
1450174922542784521,weareflowcarbon
877832878830137345,AAI_Official
2287677342,EngineersIND
754197014724739072,india_greentree
18839785,narendramodi
471741741,PMOIndia
4970411,AJEnglish
263906814,rowandean
25235151,RitaPanahi
556661091,pwafork
1967889907,SatPaper
580097412,ChrisEvans
629560435,MarkKassen
728344273620344832,GovofCO
1134059457191776257,vanessa_vash
1110280824,gbrmarinepark
161822962,aims_gov_au
70939654,WWFINDIA
84750011,AngusTaylorMP
19649135,FAO
1318992773517893633,GermanPolJnl
739331942433226756,EzySpit
47285504,MarkRuffalo
17870903,IndianCountry
156001328,UN_CSW
1493350342158921736,janeclimatepac
20596281,UNDP
20659868,wutrain
16596200,natalieben
807095,nytimes
1349149096909668363,POTUS
939091,JoeBiden
49923337,palkisu
75246346,sudhirchaudhary
15464697,JuddLegum
916735110,NOAANCEI
926049255755788288,Nature4Climate
4493282356,climate_hustle
28381177,ClimateDepot
344395626,ZLabe
92113269,AYICC
4269393803,JustinAHorwitz
3110958489,FordhamPosc
1087723402226487297,KaoHua3
800285348261556224,WeDontHaveTime
1096766566279073792,parents4future
701725963,nowthisnews
894829056679706624,min_waterUg
1407803571421200397,TheProblem
1354898820400877571,jonstewart
39822897,JaneGoodallInst
1000369692278738944,TheWarOnCars
2775374745,banegaswasthind
420100653,KetanJ0
305328519,Dom_Perrottet
2768501,abcnews
869909089,HafezGhanem_WB
23128315,GernotWagner
2543109397,MinistryWCD
103770785,TwitterIndia
949934436,TomSteyer
16581604,MikeBloomberg
138203134,AOC
29442313,SenSanders
52334569,karthickselvaa
19386622,iaeaorg
279788564,teddyboylocsin
1392933480,FarahNazSustain
28657533,Cronkite_ASU
19190337,ishafoundation
14615871,EPA
837693559,CurrentBiology
15507433,bradplumer
212167191,zhonggg
732945986742521856,poertner_hans
1365460075,KA_Nicholas
325512390,UKinNigeria
15007149,JohnKerry
1214456673605165056,Riseupmovt
104485530,GRIDArendal
733536861902114816,CMS_UTas
19066345,britishmuseum
1349170292564905988,PressSec
192199152,PakistanScouts
895948501288407040,NEON_UK
612473,BBCNews
66837674,Asia_Foundation
859363899291742210,DrSJaishankar
750202178338422784,NCWIndia
1037633133523423232,ExtremeELive
921735019693051904,NEOM
270556937,tamerwagihsalem
9959702,ArifAlvi
54399803,curryja
1370100505934987267,LizaKhromova
1434963475827154949,APashigreva
569969724,taliysky
1431892957217628160,DusanValecek
130186856,GonzagaU
1063583406196445184,WilliamClouston
1339166129110065152,GBNEWS
385883178,LancashireFRS
1296971175952711681,WWF_Whales
192842634,ciel_tweets
775875252555436032,brkfreeplastic
44601026,EIA_News
71310291,PlasticPollutes
882492124507377664,RethinkPlastic
14926825,WWU
59514202,sejorg
822215679726100480,POTUS45
803694179079458816,VP
500704345,Pontifex
2836421,MSNBC
759251,CNN
20998647,weatherchannel
2228709626,Envision_Racing
14732889,BritishCouncil
168607383,helsinkiuni
951060005750484998,INAR_fin
3021267989,eLTER_Europe
1359700774910128128,ginamccarthy46
3545818341,OctopusEnergy
115099953,GlobalGoalsUN
1351716580720316417,ClimateEnvoy
82119937,lopezobrador_
314125926,SEforALLorg
1189203597990469633,DamilolaSDG7
401907889,matzschmale
2969631215,UN_Nigeria
1343645053,ClimateWed
482244952,jessdiggs
59029811,ProtectWinters
227837742,AC360
99989439,giswqs
219070649,NASA_Landsat
940638528173731840,EllyanneCGithae
1427664402,EarthCareAwards
2859570452,TheJSWGroup
134758540,timesofindia
33584794,googlenews
818111462791061507,LahootiMelo
20663500,Shell
1435518902977523716,henrytpuna
15500199,gailonghurst
160856325,MikeCarlton01
132731802,abc730
1361234582503325696,CouetJosephine
968760479987519488,EmmaMarjakangas
815187427614748672,and_san_vult
16245822,NSF
1480051292,RamsarConv
1022127404,MeaganPhelan
79962986,TotalEnergies
79728388,psr_washington
748210002352017409,LancetCountdown
218629000,CamdenLabour
1322280106497314816,Abrar_khawja
1478843840,DrMoriartyY
2990627655,wainwright_cm
33933259,UNICEF
622886707,unicefssudan
14185317,JenGranholm
1366425991220985862,treedefi
15480686,2020science
229016226,JKSteinberger
791812078730223616,UNDPClimate
765510741411655680,ebcripps
104277809,UN_News_Centre
1198157844,MonaPatelT
4329928102,mrEmTee
2751501216,ishdeep_kohli
1008688766062661632,mnyomb1
216259394,Bouyoucos
1226458368,SharkColin
2558684772,GDSchwieterman
1202483490,OrnellaWeideli
747741731836280832,MEPS_IR
2465797107,TomVierus
2839591813,lev_jf
203132018,cafreeland
116798290,bbcdavideades
278030604,Dieter_Helm
1443221061189971973,c3scds
11348282,NASA
1599799508,BerkeleyEarth
234374703,Sen_JoeManchin
44330473,VIhekweazu
66312892,GBIF
343267635,CGIAR
57341938,CGIARclimate
34733652,columnfive
65051142,chikonatie
190402471,NGO_CSW_NY
3196494064,BillBlair
274025365,InsuranceBureau
870629200348274688,simonahac
2477489533,JulianCribb
8731312,DenverChannel
15463610,ClimateCentral
1051881386355949570,ecfricke
1467609360,NASAGISS
48702842,ErikSolheim
59195104,MyTreeTV
113721008,JanineClimate
45885508,ametsoc
2590407811,WeatherGeeks
905916913858916353,CAOceanAlliance
2242373666,SMN_Argentina
576388016,s_guilbault
117414115,PrivyCouncilCA
2187350806,lizwathuti
1399477867,SteveBackshall
11347122,GavinNewsom
5402612,BBCBreaking
1345668378594258944,u_jamaa
36683668,USAID
2152297017,EmilyMaltmanUK
1037050409318273024,GuillaumeUERDC
2821132277,FrediOtto
189376144,NaomiAKlein
1071817859414806528,AlexandriaV2005
1072187272815149057,FridayForFuture
25234999,KyraOser
1596123433,ibrahimthiaw
1265810389,SGDinoDiscovery
1233819640628822017,AndrewTracks
355989081,ANI
260853848,GovCanNorth
234550882,stbstvdan
1339266131161313281,SaveFutureBd
1103641840316645376,FFFIndia
1068337838,Luisamneubauer
1183279797654511616,eve_chantel
85995990,simplilearn
48008938,ylecun
1053425605,AndrewinContact
4135644558,CardanoStiftung
1441467623598788613,veritree_
16343974,Telegraph
22677004,emmagatten
288955950,SusFoodTrust
50069007,DefraGovUK
80811754,drvandanashiva
1314384834546921472,JaitlyJaya
37982492,GhostPanther
260478229,dwallacewells
